"runId","processingRound","relName","relId","scoreDuringRun","rankingDuringRun","runFoundPredictor","relationshipCorrectPredictions","relationshipIncorrectPredictions","relationshipMadeAllCorrectPredictions","usedToMakeFinalPrediction","label_notNullRowsInTable","label_uniqueRowsInTable","label_numRowsInTable","label_nullRowsInTable","label_numAncestorAtts","label_depth","label_guessedType","label_isDuplicate","label_isAlmostDuplicate","label_bestTargetAttRowsCovered","label_bestPercentageOfTargetAttCovered","label_bestTargetAttTotalLength","label_bestTargetAttRows","label_bestAimForScore","label_totalLength","label_firstRowLength","label_averageRowLength","label_numParents","label_generatedByConstantCreator","label_bestCoveringRows","label_bestCoveringPercentageAvg","label_inputToRelationships","label_RRAToRelationships","label_datatableAttsUsedInRelationships","label_datatableAttsUsedAsRRAsInRelationships","rra_notNullRowsInTable","rra_uniqueRowsInTable","rra_numRowsInTable","rra_nullRowsInTable","rra_numAncestorAtts","rra_depth","rra_guessedType","rra_isDuplicate","rra_isAlmostDuplicate","rra_bestTargetAttRowsCovered","rra_bestPercentageOfTargetAttCovered","rra_bestTargetAttTotalLength","rra_bestTargetAttRows","rra_bestAimForScore","rra_totalLength","rra_firstRowLength","rra_averageRowLength","rra_numParents","rra_generatedByConstantCreator","rra_bestCoveringRows","rra_bestCoveringPercentageAvg","rra_inputToRelationships","rra_RRAToRelationships","rra_datatableAttsUsedInRelationships","rra_datatableAttsUsedAsRRAsInRelationships","firstInput_notNullRowsInTable","firstInput_uniqueRowsInTable","firstInput_numRowsInTable","firstInput_nullRowsInTable","firstInput_numAncestorAtts","firstInput_depth","firstInput_guessedType","firstInput_isDuplicate","firstInput_isAlmostDuplicate","firstInput_bestTargetAttRowsCovered","firstInput_bestPercentageOfTargetAttCovered","firstInput_bestTargetAttTotalLength","firstInput_bestTargetAttRows","firstInput_bestAimForScore","firstInput_totalLength","firstInput_firstRowLength","firstInput_averageRowLength","firstInput_numParents","firstInput_generatedByConstantCreator","firstInput_bestCoveringRows","firstInput_bestCoveringPercentageAvg","firstInput_inputToRelationships","firstInput_RRAToRelationships","firstInput_datatableAttsUsedInRelationships","firstInput_datatableAttsUsedAsRRAsInRelationships"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNames-json-series1.json2014-08-22 13:14:50","2","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-2(jsonDecodeList-1(getInputFromFile())) (t997_0.8)
From:HtmlXPathSelector.wikitable-0(getInputFromFile()) (t973_0.5) 

","-2143574966",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","1","105","95","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsPage-series1.htmtestdata/listOfGoTEpNames-series1.txt2014-08-22 13:13:20","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString,ToRows-1(getInputFromFile())) (t879_0.3)
From:root (t805_0.1) 

","-2143569195",NULL,NULL,"1","0","0","0","0","3","1","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","0","1",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","0","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNamesNumbers-json-series1.json2014-08-22 13:17:07","2","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(jsonDecodeList-1(getInputFromFile())) (t1056_0.8)
From:normalise(HtmlXPathSelectortd-0(getInputFromFile())) (t1044_0.8) 

","-2143567354",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","1","60","50","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","60","60","60","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNames-series1.txt2014-08-22 13:14:03","2","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t940_0.3)
From:HtmlXPathSelector#ep6-1(getInputFromFile()) (t916_1.17) 

","-2143564953",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","1","105","95","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-0(SplitOnString='ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1634_0.1)
From:stringLength(getInputFromFile()) (t1520_0.4) 

","-2143553410",NULL,NULL,"1","0","0","0","0","15","2","15","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","15","5","15","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y not N/trainIn.dattestdata/school holidays - keep with Y not N/trainOut.dat2014-08-22 13:10:18","3","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/0ToRows-0(SplitOnString\nToRows-1(getInputFromFile())) (t397_0.1)
From:SplitOnString;ToRows-0(getInputFromFile()) (t371_0.3) 

","-2143538630",NULL,NULL,"1","0","0","0","0","8","2","8","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","1","22","14","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString',ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.8)
From:total(SplitOnString\n201ToRows-0(getInputFromFile())) (t554_1.14) 

","-2143531382",NULL,NULL,"1","0","0","0","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/wrap 2 tab columns in parens and quotes/trainIn.dattestdata/wrap 2 tab columns in parens and quotes/trainOut.dat2014-08-22 13:11:27","2","RMLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString',ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t563_0.8)
From:htmlText(getInputFromFile()) (t554_1.11) 

","-2143523065",NULL,NULL,"1","0","0","0","0","6","2","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y/trainIn.dattestdata/school holidays - keep with Y/trainOut.dat2014-08-22 13:12:27","2","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/0ToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t720_0.2)
From:firstCharacter(AlphabetLetters(getInputFromFile())) (t689_1.27) 

","-2143522212",NULL,NULL,"1","0","0","0","0","8","6","8","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","4","8","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y/trainIn.dattestdata/school holidays - keep with Y/trainOut.dat2014-08-22 13:12:27","3","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/0ToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t720_0.2)
From:firstCharacter(AlphabetLetters(getInputFromFile())) (t689_1.27) 

","-2143522212",NULL,NULL,"1","0","0","0","0","8","6","8","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","4","8","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-0(SplitOnString;ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1555_0.4)
From:Strpos\r(getInputFromFile()) (t1520_1.14) 

","-2143508245",NULL,NULL,"1","0","0","0","0","3","1","6","3","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","2","RMLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-0(SplitOnString\nToRows-1(getInputFromFile())) (t1529_1.16)
From:
","-2143507027",NULL,NULL,"1","0","0","0","0","3","1","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnStringE ToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t1570_0.2)
From:total(stringLength(jsonDecodeList-1(getInputFromFile()))) (t1520_1.25) 

","-2143500740",NULL,NULL,"1","0","0","0","0","9","7","9","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","3","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","3","ZeroLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString+ToColumns-1(SplitOnString:00+00:00,2012-11-19 ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1365_1.14)
From:JsonDecodeMapManyColsOut-4(jsonDecodeList-1(capitalise(getInputFromFile()))) (t1347_0.7) 

","-2143459482",NULL,NULL,"1","0","0","0","0","9","1","18","9","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","9","9","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","16","1","0","9","8","9","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","8","1","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNamesNumbers-json-series1.json2014-08-22 13:17:07","2","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-2(jsonDecodeList-1(getInputFromFile())) (t1056_0.10)
From:HtmlXPathSelector#cite_ref-21-1(getInputFromFile()) (t1032_1.26) 

","-2143453679",NULL,NULL,"1","0","0","0","0","10","1","10","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","10","10","0","2","5",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","3","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToRows-0(SplitOnString:ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1413_0.1)
From:total(SplitOnString\nToRows-0(getInputFromFile())) (t1324_1.21) 

","-2143447268",NULL,NULL,"1","0","0","0","0","81","2","81","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","81","81","81","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y not N/trainIn.dattestdata/school holidays - keep with Y not N/trainOut.dat2014-08-22 13:10:18","2","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:DateToPartsSFFdd/MM/yyyy-1(SplitOnString\nToRows-1(getInputFromFile())) (t379_0.5)
From:AlphabetLetters(getInputFromFile()) (t371_0.6) 

","-2143447152",NULL,NULL,"1","0","0","0","0","4","2","4","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","4","3","4","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y not N/trainIn.dattestdata/school holidays - keep with Y not N/trainOut.dat2014-08-22 13:10:18","3","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:DateToPartsSFFdd/MM/yyyy-1(SplitOnString\nToRows-1(getInputFromFile())) (t379_0.5)
From:AlphabetLetters(getInputFromFile()) (t371_0.6) 

","-2143447152",NULL,NULL,"1","0","0","0","0","4","2","4","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","4","3","4","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","2","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString'ToRows-1(SplitOnString;ToRows-1(getInputFromFile())) (t1562_0.2)
From:JsonDecodeMapManyColsOut-0(capitalise(jsonDecodeList-1(getInputFromFile()))) (t1522_1.46) 

","-2143436296",NULL,NULL,"1","0","0","0","0","15","10","15","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","15","5","15","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","2","3","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/qc-urls-101+.txttestdata/qc-news-singleline-101+.txt2014-08-22 13:20:51","5","WekaLinearRegressionIntegerLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t1099_0.5)
From:total(HttpGet-0(SplitOnString\nToRows-1(getInputFromFile()))) (t1093_1.40) 

","-2143430893",NULL,NULL,"1","0","0","0","0","6","6","11","5","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","24","18","6","13",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToRows-0(SplitOnString\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1616_0.1)
From:ReadCSVToTable-4(SplitEndsToColumns-1(jsonDecodeList-1(getInputFromFile()))) (t1522_1.30) 

","-2143428304",NULL,NULL,"1","0","0","0","0","18","6","18","0","4","9",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","18","6","18","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","1","3","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","11","1","0"
"testdata/school holidays - keep with Y/trainIn.dattestdata/school holidays - keep with Y/trainOut.dat2014-08-22 13:12:27","2","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/201ToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t721_0.2)
From:htmlToXhtml(getInputFromFile()) (t689_1.13) 

","-2143422862",NULL,NULL,"1","0","0","0","0","8","6","8","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","8","8","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y/trainIn.dattestdata/school holidays - keep with Y/trainOut.dat2014-08-22 13:12:27","3","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/201ToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t721_0.2)
From:htmlToXhtml(getInputFromFile()) (t689_1.13) 

","-2143422862",NULL,NULL,"1","0","0","0","0","8","6","8","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","8","8","8","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-1(SplitOnString='ToRows-1(SplitOnString\nToRows-1(getInputFromFile()))) (t1571_0.7)
From:SplitOnString\nToRows-1(getInputFromFile()) (t1523_0.2) 

","-2143409345",NULL,NULL,"1","0","0","0","0","6","2","9","3","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","24","44","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","BestColumnLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString' WHERE fbid='ToRows-1(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1672_0.2)
From:ReadCSVToTable-1(SplitOnString\nToRows-1(getInputFromFile())) (t1523_0.4) 

","-2143402381",NULL,NULL,"1","0","0","0","0","6","6","6","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","4","44","38","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","44","15","44","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/facebook pages access_tokens to SQL/trainIn.dattestdata/facebook pages access_tokens to SQL/trainOut.dat2014-08-22 13:34:19","3","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToColumns-0(SplitOnString\r\nToRows-1(SplitOnString;ToRows-1(getInputFromFile()))) (t1530_0.6)
From:stripDoubleQuotes(getInputFromFile()) (t1520_0.10) 

","-2143385126",NULL,NULL,"1","0","0","0","0","3","2","4","1","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","3","3","3","0","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","22","1","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/listOfGoTEpsTable-series1.htmtestdata/listOfGoTEpNames-json-series1.json2014-08-22 13:14:50","2","WekaLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:jsonDecodeList-0(getInputFromFile()) (t997_0.1)
From:htmlToXhtml(SplitOnString,ToRows-1(getInputFromFile())) (t991_0.4) 

","-2143384027",NULL,NULL,"1","0","0","0","0","10","10","10","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","10","1","17","7","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","17","16","17","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/qc-news-singleline-101+.txttestdata/qc-news-singleline-ampersand-101+.txt2014-08-22 13:50:02","1","RMLinearRegressionLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString ToRows-0(getInputFromFile()) (t1712_0.1)
From:getInputFromFile() (t1700_0.2) 

","-2143376091",NULL,NULL,"1","0","0","0","0","1623","1623","1623","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1623","1623","1623","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","1","3",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","0","0","0","0"
"testdata/setterMethods2.javatestdata/setterMethods2OneLinePerMethod.java2014-08-22 13:10:51","1","MostCommonValueLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString;ToRows-0(getInputFromFile()) (t426_0.1)
From:Strpos\n(getInputFromFile()) (t416_1.14) 

","-2143373881",NULL,NULL,"1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","1","1","1","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y not N/trainIn.dattestdata/school holidays - keep with Y not N/trainOut.dat2014-08-22 13:10:18","2","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/201ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t379_0.9)
From:isPrime(ReadCSVToTable-0(getInputFromFile())) (t373_1.15) 

","-2143364433",NULL,NULL,"1","0","0","0","0","4","2","4","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","4","1","7","3","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","7","2","7","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0"
"testdata/school holidays - keep with Y not N/trainIn.dattestdata/school holidays - keep with Y not N/trainOut.dat2014-08-22 13:10:18","3","RMKNNLearner
Correct Training Predictions: 0 / 0
Label:SplitOnString/201ToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t379_0.9)
From:isPrime(ReadCSVToTable-0(getInputFromFile())) (t373_1.15) 

","-2143364433",NULL,NULL,"1","0","0","0","0","4","2","4","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","4","1","7","3","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","12","5","0","7","2","7","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","6","5","0"
"testdata/flightquest-testflights-first10.jsontestdata/flightquest-testflights-first10-runwayDepartureAndArrival.csv2014-08-22 13:25:33","3","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitEndsToColumns-1(SplitOnString\nToRows-1(getInputFromFile())) (t1333_1.17)
From:notProcessor(notProcessor(jsonDecodeList-0(getInputFromFile()))) (t1326_2.115) 

","-2143360332",NULL,NULL,"1","0","0","0","0","9","9","9","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","9","9","9","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","18","2","0","9","2","9","0","4","9",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","9","2","0"
"testdata/qc-urls-101+.txttestdata/qc-news-singleline-101+.txt2014-08-22 13:20:51","2","FindReplaceLearnerSinglePass
Correct Training Predictions: 0 / 0
Label:SplitOnString\r\nToRows-1(SplitOnString\nToRows-1(getInputFromFile())) (t1099_0.5)
From:stringLength(SplitOnString\nToRows-1(getInputFromFile())) (t1095_1.12) 

","-2143340833",NULL,NULL,"1","0","0","0","0","6","6","11","5","3","7",,"0","1","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","0","0","0","6","6","6","0","2","5",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","1","2","1","0","6","1","6","0","3","7",,"0","0","-1","-1","-1","-1","-1","0","-1","-1","1","0","-1","-1","0","1","1","0"
